Pickup Community Area,Ride Date,Total Number of Rides
44,03/02/2016,14
44,04/30/2013,4
44,04/30/2017,2
44,04/30/2016,9
44,04/30/2015,11
44,04/30/2014,10
44,09/02/2013,2
44,09/02/2014,12
44,09/02/2015,11
44,09/02/2016,9
44,01/13/2017,10
44,02/24/2016,13
44,02/24/2015,13
44,01/13/2016,9
44,02/24/2014,13
44,01/13/2015,9
44,01/13/2014,14
44,02/24/2013,3
44,02/24/2017,3
44,10/06/2013,5
44,10/06/2015,8
44,09/18/2016,3
44,10/06/2014,5
44,09/18/2015,15
44,01/13/2013,6
44,09/18/2014,6
44,10/06/2016,8
44,09/18/2013,2
44,06/11/2015,11
44,06/11/2016,8
44,06/11/2017,6
44,06/11/2013,5
44,06/11/2014,4
44,06/26/2017,3
44,06/26/2015,12
44,05/15/2017,3
44,06/26/2016,8
44,05/15/2016,3
44,05/15/2015,15
44,06/26/2013,9
44,06/26/2014,13
44,05/15/2014,14
44,05/15/2013,8
44,08/15/2013,1
44,08/15/2014,8
44,08/15/2015,21
44,08/15/2016,10
44,04/22/2017,3
44,07/21/2016,2
44,07/21/2015,12
44,07/21/2014,7
44,07/21/2013,1
44,04/22/2015,8
44,04/22/2016,5
44,04/22/2013,8
44,04/22/2014,10
44,07/21/2017,2
44,04/28/2014,6
44,04/28/2013,3
44,09/10/2013,11
44,09/10/2014,7
44,09/10/2015,11
44,09/10/2016,4
44,01/21/2013,5
44,01/21/2014,7
44,01/21/2015,6
44,01/21/2016,8
44,01/21/2017,5
44,01/30/2017,4
44,09/20/2016,6
44,09/20/2015,13
44,09/20/2014,10
44,09/20/2013,5
44,01/30/2014,7
44,01/30/2013,5
44,01/30/2016,7
44,01/30/2015,7
44,08/24/2013,1
44,08/24/2014,11
44,06/10/2013,4
44,06/10/2017,1
44,06/10/2016,4
44,06/10/2015,6
44,06/10/2014,12
44,08/24/2015,3
44,10/24/2014,15
44,08/25/2016,4
44,10/24/2015,14
44,05/06/2016,7
44,05/06/2017,1
44,05/06/2014,10
44,05/06/2015,15
44,06/03/2013,4
44,08/25/2014,10
44,06/03/2017,2
44,06/03/2016,11
44,08/25/2015,6
44,06/03/2015,13
44,06/03/2014,15
44,08/25/2013,4
44,04/12/2014,8
44,04/12/2015,3
44,04/12/2016,11
44,04/12/2017,5
44,05/23/2016,5
44,05/23/2015,8
44,05/23/2014,15
44,04/12/2013,7
44,05/23/2013,9
44,05/23/2017,3
44,06/01/2014,8
44,06/01/2015,8
44,06/01/2013,2
44,06/01/2016,1
44,06/01/2017,7
44,05/08/2017,2
44,05/08/2016,5
44,10/24/2016,7
44,03/17/2013,3
44,03/17/2014,7
44,03/17/2015,11
44,01/03/2014,12
44,01/03/2013,5
44,11/11/2016,4
44,11/11/2015,7
44,11/11/2014,4
44,11/11/2013,18
44,03/27/2017,1
44,03/27/2015,8
44,03/27/2016,5
44,09/12/2015,6
44,03/27/2013,7
44,03/27/2014,13
44,09/12/2016,1
44,09/12/2013,9
44,09/12/2014,11
44,01/03/2016,3
44,01/03/2015,10
44,01/03/2017,5
44,03/17/2016,7
44,05/06/2013,7
44,03/17/2017,2
44,08/17/2015,8
44,08/17/2016,3
44,08/17/2014,2
44,10/29/2013,6
44,10/29/2014,6
44,10/29/2015,9
44,10/29/2016,6
44,05/16/2017,4
44,05/16/2013,6
44,05/16/2014,15
44,05/16/2015,11
44,05/16/2016,7
44,11/01/2015,10
44,11/01/2014,10
44,11/01/2016,6
44,12/18/2013,5
44,12/18/2014,13
44,03/12/2017,9
44,11/01/2013,9
44,03/12/2016,5
44,03/12/2015,8
44,03/12/2014,7
44,03/12/2013,10
44,12/18/2015,8
44,12/18/2016,5
44,05/08/2015,17
44,05/08/2014,17
44,05/08/2013,2
44,12/28/2013,4
44,12/28/2014,9
44,12/28/2015,3
44,12/28/2016,2
44,10/14/2014,3
44,10/14/2013,6
44,10/14/2016,18
44,10/14/2015,8
44,02/07/2015,14
44,02/07/2014,16
44,02/07/2017,3
44,02/07/2016,19
44,02/07/2013,2
44,01/23/2015,9
44,01/23/2016,6
44,01/23/2013,7
44,01/23/2014,19
44,01/23/2017,2
44,01/06/2014,2
44,01/06/2015,9
44,01/06/2016,10
44,01/06/2017,7
44,02/17/2016,10
44,12/02/2016,7
44,02/17/2015,10
44,02/17/2014,7
44,12/02/2014,14
44,02/17/2013,3
44,01/06/2013,4
44,12/02/2015,9
44,05/10/2017,11
44,05/10/2016,9
44,05/10/2015,5
44,05/10/2014,8
44,05/10/2013,6
44,12/02/2013,15
44,07/27/2013,3
44,02/17/2017,13
44,07/27/2014,7
44,07/27/2015,3
44,07/27/2016,5
44,07/27/2017,7
44,11/24/2015,14
44,09/08/2013,8
44,11/24/2016,3
44,09/08/2015,10
44,09/08/2014,10
44,08/22/2013,5
44,07/11/2014,21
44,09/08/2016,10
44,07/11/2015,5
44,08/22/2014,15
44,09/25/2016,3
44,08/22/2015,7
44,07/11/2016,4
44,09/25/2015,13
44,07/11/2017,2
44,09/25/2014,15
44,09/25/2013,8
44,07/11/2013,4
44,11/24/2013,7
44,11/24/2014,14
44,10/01/2014,11
44,10/01/2013,8
44,04/18/2017,3
44,03/07/2017,6
44,04/18/2016,5
44,05/13/2015,12
44,05/13/2014,11
44,05/13/2017,3
44,05/13/2016,6
44,03/07/2014,15
44,03/07/2013,8
44,03/07/2016,8
44,05/13/2013,6
44,03/07/2015,10
44,12/05/2014,15
44,12/05/2013,9
44,12/05/2016,6
44,12/05/2015,10
44,02/14/2015,10
44,02/14/2014,13
44,02/14/2017,5
44,02/14/2016,4
44,10/21/2014,10
44,10/21/2013,5
44,01/26/2013,1
44,10/21/2016,11
44,01/26/2014,5
44,10/21/2015,11
44,01/26/2015,12
44,01/26/2016,10
44,01/26/2017,4
44,02/14/2013,7
44,04/02/2017,5
44,04/02/2015,21
44,04/02/2016,13
44,04/18/2013,9
44,04/02/2013,5
44,04/02/2014,13
44,04/18/2015,6
44,04/18/2014,11
44,02/04/2014,17
44,10/01/2016,4
44,06/16/2013,3
44,02/04/2013,6
44,10/01/2015,10
44,06/16/2014,7
44,06/16/2015,10
44,12/15/2016,6
44,06/16/2016,4
44,06/16/2017,2
44,07/14/2017,1
44,09/05/2015,13
44,09/05/2016,1
44,09/05/2013,9
44,09/05/2014,10
44,07/14/2016,9
44,02/04/2017,8
44,07/14/2015,11
44,07/14/2014,7
44,02/04/2016,14
44,02/04/2015,9
44,07/14/2013,3
44,07/31/2013,2
44,07/31/2015,13
44,07/31/2014,13
44,07/31/2017,2
44,07/31/2016,5
44,02/21/2014,21
44,02/21/2015,19
44,02/21/2016,11
44,02/21/2017,7
44,02/21/2013,10
44,04/28/2017,5
44,04/28/2016,5
44,04/28/2015,40
44,01/09/2015,12
44,01/09/2016,11
44,01/09/2013,3
44,01/09/2014,14
44,01/09/2017,4
44,07/04/2015,6
44,10/31/2015,8
44,01/19/2013,3
44,07/04/2014,10
44,10/31/2014,11
44,09/15/2016,1
44,10/31/2013,9
44,01/19/2015,6
44,01/19/2014,7
44,07/04/2016,5
44,01/19/2017,6
44,01/19/2016,9
44,07/04/2013,4
44,10/31/2016,6
44,09/15/2013,14
44,09/15/2015,9
44,09/15/2014,7
44,01/29/2017,8
44,11/27/2016,3
44,01/29/2016,9
44,11/27/2015,6
44,11/27/2014,6
44,01/29/2015,15
44,11/27/2013,20
44,01/29/2014,12
44,01/29/2013,7
44,06/09/2016,10
44,09/28/2015,11
44,09/28/2014,5
44,06/09/2017,2
44,09/28/2016,8
44,09/28/2013,3
44,02/11/2017,5
44,02/11/2015,12
44,02/11/2016,11
44,02/11/2013,7
44,07/24/2013,1
44,06/09/2013,1
44,02/11/2014,9
44,07/24/2015,13
44,06/09/2014,5
44,07/24/2014,8
44,06/09/2015,8
44,07/24/2017,4
44,07/24/2016,8
44,11/07/2014,13
44,11/07/2015,7
44,11/07/2013,7
44,11/07/2016,3
44,04/15/2015,11
44,06/19/2014,15
44,06/19/2013,6
44,04/15/2016,8
44,02/01/2013,1
44,05/20/2013,7
44,04/15/2013,6
44,02/01/2014,10
44,02/01/2015,10
44,04/05/2013,4
44,04/15/2014,10
44,02/01/2016,7
44,06/29/2015,8
44,02/01/2017,7
44,06/29/2014,4
44,04/15/2017,5
44,06/29/2017,3
44,06/29/2016,5
44,12/22/2015,11
44,12/22/2014,8
44,12/22/2013,10
44,05/20/2015,6
44,05/20/2014,11
44,05/20/2017,5
44,12/22/2016,6
44,05/20/2016,3
44,04/05/2014,10
44,04/05/2015,15
44,06/19/2017,4
44,04/05/2016,12
44,06/19/2016,6
44,04/05/2017,8
44,06/19/2015,7
44,05/30/2016,1
44,05/30/2015,2
44,05/30/2014,9
44,05/30/2013,7
44,12/12/2013,9
44,12/12/2014,13
44,12/12/2015,8
44,05/30/2017,7
44,12/12/2016,5
45,02/20/2017,2
45,03/31/2015,1
45,03/31/2014,3
45,02/20/2014,2
45,02/20/2015,2
45,03/31/2017,1
45,03/31/2016,4
45,02/20/2016,1
45,09/06/2015,4
45,09/06/2014,1
45,05/19/2014,1
45,04/08/2016,3
45,11/22/2015,1
45,04/08/2015,4
45,10/11/2016,1
45,11/22/2016,2
45,05/19/2015,2
45,10/11/2015,3
45,04/08/2014,1
45,11/22/2013,1
45,11/22/2014,2
45,10/11/2014,1
45,04/08/2013,1
45,02/19/2016,3
45,02/19/2015,1
45,08/12/2013,1
45,02/19/2017,1
45,02/19/2013,3
45,05/19/2016,1
45,08/12/2016,2
45,08/12/2014,1
45,12/16/2013,2
45,12/16/2014,1
45,12/16/2015,3
45,12/16/2016,2
45,04/25/2013,2
45,02/03/2016,3
45,02/03/2017,1
45,02/03/2014,3
45,04/25/2015,3
45,04/25/2014,1
45,04/25/2017,2
45,04/25/2016,1
45,05/03/2016,2
45,06/14/2014,3
45,05/03/2015,4
45,05/03/2014,3
45,05/03/2013,1
45,08/28/2014,1
45,07/17/2015,1
45,07/17/2014,2
45,08/28/2013,1
45,08/28/2016,2
45,08/28/2015,2
45,10/18/2014,3
45,10/18/2013,1
45,10/18/2016,1
45,10/18/2015,1
45,01/25/2014,1
45,01/25/2013,1
45,04/01/2013,1
45,04/01/2015,1
45,04/01/2014,2
45,05/12/2014,1
45,05/12/2015,2
45,04/01/2017,1
45,05/12/2016,2
45,04/01/2016,1
45,01/16/2015,3
45,01/16/2016,2
45,01/16/2014,2
45,01/25/2016,4
45,01/25/2015,2
45,07/01/2015,1
45,07/01/2016,3
45,11/05/2013,3
45,11/05/2014,2
45,11/05/2015,2
45,11/05/2016,1
45,03/14/2014,3
45,08/19/2013,1
45,08/19/2014,4
45,03/14/2013,1
45,03/14/2016,2
45,08/19/2015,5
45,03/14/2015,4
45,05/28/2014,3
45,05/28/2015,1
45,05/28/2016,2
45,04/17/2013,4
45,03/06/2015,2
45,03/06/2014,2
45,12/24/2014,1
45,11/13/2015,4
45,10/02/2016,1
45,12/24/2015,5
45,02/12/2015,3
45,02/12/2014,4
45,02/12/2013,2
45,12/07/2015,4
45,01/01/2015,1
45,02/12/2016,5
45,03/05/2013,3
45,03/05/2014,4
45,11/14/2014,2
45,11/14/2015,1
45,11/14/2013,1
45,03/05/2015,2
45,03/05/2016,2
45,03/05/2017,1
45,08/04/2014,2
45,08/04/2013,1
45,08/04/2016,1
45,08/04/2015,1
45,07/08/2014,1
45,07/08/2015,1
45,07/08/2016,4
45,07/08/2017,1
45,10/02/2014,1
45,04/17/2015,4
45,04/17/2016,1
45,10/27/2014,2
45,10/27/2015,4
45,10/27/2016,1
45,06/06/2015,3
45,06/06/2016,2
45,06/06/2014,3
45,07/09/2016,3
45,07/09/2015,1
45,06/06/2017,1
45,07/09/2017,1
45,01/17/2017,3
45,11/29/2013,2
45,01/17/2016,2
45,01/17/2015,1
45,11/29/2014,2
45,01/17/2014,1
45,11/29/2015,1
45,01/17/2013,2
45,05/04/2016,1
45,10/26/2015,1
45,10/26/2014,2
45,05/04/2017,2
45,05/04/2013,1
45,10/26/2013,1
45,05/04/2015,3
45,01/08/2016,5
45,01/08/2015,2
45,12/25/2014,1
45,01/08/2014,1
45,10/20/2013,1
45,10/20/2014,3
45,10/20/2015,1
45,07/09/2014,3
45,11/13/2014,4
45,11/13/2013,1
45,03/06/2017,2
45,11/21/2015,4
45,11/21/2014,3
45,11/21/2016,2
45,03/29/2017,1
45,11/04/2014,5
45,11/04/2015,3
45,04/26/2017,2
45,11/04/2016,1
45,04/26/2015,1
45,12/15/2015,1
45,04/26/2016,2
45,12/15/2014,1
45,01/10/2016,4
45,01/10/2015,3
45,09/22/2014,1
45,09/22/2015,3
45,09/22/2016,1
45,01/10/2014,1
45,01/10/2013,1
45,05/21/2016,1
45,11/06/2014,3
45,11/06/2013,2
45,05/18/2014,3
45,05/21/2013,1
45,05/21/2014,1
45,09/24/2016,1
45,01/07/2014,1
45,01/07/2013,2
45,07/02/2016,1
45,09/24/2015,1
45,03/29/2013,2
45,01/07/2016,2
45,01/07/2015,2
45,03/29/2014,1
45,03/29/2015,1
45,03/29/2016,4
45,04/09/2013,1
45,07/02/2015,4
45,04/09/2015,3
45,09/24/2013,1
45,07/02/2014,2
45,04/09/2016,2
45,07/02/2013,1
45,04/09/2017,1
45,10/19/2014,1
45,10/19/2015,3
45,10/19/2013,3
45,10/12/2013,1
45,10/12/2014,1
45,05/18/2016,1
45,08/29/2016,5
45,08/29/2014,4
45,08/29/2015,2
45,06/15/2017,1
45,06/15/2016,2
45,08/29/2013,1
45,07/07/2016,1
45,10/09/2014,1
45,10/09/2013,1
45,07/07/2015,2
45,07/07/2014,2
45,07/07/2013,1
45,02/02/2014,4
45,02/02/2013,2
45,04/16/2016,3
45,04/16/2015,4
45,07/07/2017,3
45,04/16/2014,2
45,10/12/2016,4
45,06/05/2016,1
45,06/05/2013,1
45,03/30/2014,2
45,06/05/2015,3
45,06/05/2014,3
45,03/30/2017,1
45,12/01/2014,2
45,12/01/2013,1
45,12/01/2016,3
45,03/30/2015,3
45,12/01/2015,2
45,03/30/2016,1
45,01/15/2017,1
45,01/15/2016,2
45,09/14/2014,1
45,02/27/2016,2
45,09/14/2015,4
45,09/14/2016,1
45,02/27/2014,1
45,02/27/2015,1
45,02/27/2013,1
45,08/20/2014,1
45,03/04/2013,1
45,08/20/2015,4
45,08/20/2016,2
45,12/08/2015,2
45,07/10/2013,1
45,07/10/2014,3
45,12/08/2014,2
45,07/10/2015,2
45,07/10/2016,1
45,07/10/2017,1
45,01/15/2013,3
45,01/15/2015,2
45,01/15/2014,2
45,07/25/2015,2
45,05/11/2013,2
45,07/25/2016,2
45,07/25/2013,2
45,05/11/2014,3
45,07/25/2014,2
45,08/30/2013,2
45,05/11/2015,2
45,08/30/2014,5
45,08/30/2015,5
45,08/30/2016,1
45,05/11/2016,2
45,05/11/2017,2
45,07/25/2017,1
45,06/23/2016,2
45,05/26/2014,1
45,05/26/2015,5
45,10/04/2016,4
45,06/23/2017,3
45,10/04/2015,1
45,05/26/2013,1
45,10/04/2014,1
45,05/26/2016,1
45,05/26/2017,1
45,06/23/2015,2
45,04/24/2015,3
45,09/29/2013,1
45,04/24/2017,2
45,07/15/2014,1
45,02/10/2015,1
45,02/10/2014,2
45,07/15/2015,2
45,02/10/2017,2
45,07/15/2016,2
45,09/29/2015,3
45,04/24/2013,1
45,07/15/2017,1
45,03/22/2016,1
45,08/27/2015,4
45,03/22/2014,4
45,08/27/2016,1
45,03/22/2015,2
45,06/13/2015,2
45,06/13/2016,3
45,03/22/2013,2
45,08/02/2016,2
45,06/13/2013,2
45,08/27/2013,1
45,08/02/2015,3
45,08/02/2014,1
45,03/28/2015,2
45,03/28/2014,4
45,03/28/2013,1
45,06/04/2013,2
45,06/04/2014,1
45,06/04/2015,3
45,06/04/2017,1
45,05/05/2014,3
45,02/22/2014,1
45,05/05/2015,4
45,05/05/2017,3
45,02/22/2015,6
45,02/22/2017,3
45,01/18/2015,2
45,01/18/2016,1
45,01/18/2017,1
45,01/18/2014,1
45,04/06/2016,1
45,04/23/2017,1
45,04/23/2015,1
45,04/23/2014,2
45,03/04/2017,1
45,11/15/2016,3
45,11/15/2015,2
45,03/04/2016,6
45,11/15/2014,5
45,03/04/2014,2
45,11/15/2013,1
45,12/14/2015,3
45,12/14/2014,1
45,06/21/2016,1
45,06/21/2014,1
45,06/21/2015,1
45,06/21/2013,2
45,12/23/2014,3
45,12/23/2015,6
45,12/23/2016,1
45,06/08/2015,3
45,06/08/2016,2
45,06/08/2017,1
45,05/22/2017,1
45,05/09/2013,1
45,05/22/2015,1
45,05/22/2014,4
45,05/09/2014,1
45,05/09/2015,6
45,05/09/2016,1
45,04/03/2015,2
45,09/30/2014,2
45,04/03/2014,5
45,10/16/2016,1
45,09/30/2016,1
45,10/16/2015,2
45,09/30/2015,2
45,10/16/2014,2
45,04/03/2017,2
45,04/03/2016,4
45,12/10/2014,1
45,06/08/2014,6
45,02/09/2015,2
45,02/09/2014,2
45,02/09/2013,1
45,12/10/2016,2
45,12/10/2015,1
45,05/29/2016,1
45,05/29/2015,1
45,05/29/2017,1
45,07/23/2015,3
45,07/23/2016,2
45,07/23/2017,1
45,04/20/2013,1
45,04/20/2015,2
45,04/20/2016,1
45,07/23/2013,1
45,04/20/2017,1
45,07/23/2014,1
45,03/24/2016,3
45,03/24/2015,2
45,03/24/2014,3
45,03/24/2013,1
45,11/28/2014,2
45,11/28/2016,1
45,05/29/2013,1
45,11/28/2015,1
45,11/12/2014,4
45,07/19/2017,2
45,11/12/2015,7
45,07/19/2016,1
45,11/12/2016,1
45,07/19/2015,1
45,07/19/2014,1
45,09/16/2014,4
45,09/16/2013,1
45,09/16/2016,2
45,09/16/2015,3
45,01/31/2015,2
45,01/31/2013,2
45,01/20/2013,1
45,01/20/2017,1
45,01/20/2016,4
45,01/20/2015,3
45,08/14/2016,2
45,01/20/2014,3
45,08/14/2015,3
45,08/14/2014,2
45,10/30/2015,5
45,10/30/2016,1
45,09/17/2013,1
45,09/17/2016,1
45,07/03/2014,2
45,07/03/2015,2
45,09/17/2015,2
45,07/03/2016,2
45,04/27/2013,1
45,04/27/2016,1
45,02/13/2013,3
45,06/07/2013,1
45,02/13/2014,2
45,04/27/2017,1
45,04/27/2014,1
45,02/13/2015,2
45,02/13/2016,1
45,07/12/2014,3
45,09/07/2015,1
45,10/17/2016,3
45,07/12/2016,2
45,01/27/2014,3
45,01/27/2013,1
45,07/12/2015,1
45,01/27/2016,4
45,01/27/2015,2
45,10/17/2014,5
45,09/07/2013,2
45,10/17/2015,4
45,09/07/2014,1
45,01/11/2014,1
45,01/11/2015,2
45,03/25/2013,1
45,01/11/2016,1
45,03/25/2015,2
45,03/25/2016,1
45,01/11/2017,2
45,11/19/2015,1
45,08/05/2016,1
45,11/19/2013,1
45,08/05/2014,2
45,08/05/2015,1
45,11/19/2014,1
45,02/29/2016,4
45,10/10/2015,2
45,06/17/2017,2
45,10/10/2013,4
45,10/10/2014,2
45,06/17/2014,2
45,06/17/2015,3
45,03/15/2016,2
45,03/15/2017,2
45,03/15/2014,1
45,03/15/2015,3
45,06/20/2014,1
45,03/01/2015,1
45,03/01/2016,4
45,06/20/2016,3
45,01/24/2017,2
45,10/07/2015,2
45,10/07/2016,1
45,10/07/2013,1
45,01/24/2015,1
45,10/07/2014,3
45,01/24/2014,1
45,03/01/2014,1
45,08/11/2013,1
45,08/11/2016,1
45,08/11/2015,3
45,02/16/2014,3
45,07/16/2016,1
45,03/15/2013,2
45,07/16/2015,3
45,07/16/2017,1
45,07/16/2014,3
45,02/06/2017,1
45,12/27/2016,1
45,12/27/2015,1
45,12/27/2014,4
45,02/06/2013,1
45,02/06/2014,1
45,02/06/2015,3
45,02/06/2016,5
45,11/02/2015,1
45,06/30/2014,2
45,06/30/2015,1
45,12/30/2016,2
45,09/03/2016,2
45,09/03/2015,6
45,12/30/2015,1
45,12/30/2013,1
45,04/07/2016,3
45,04/07/2017,1
45,07/26/2013,1
45,03/08/2016,1
45,03/08/2014,3
45,03/08/2015,2
45,07/26/2016,3
45,03/08/2013,2
45,09/03/2014,2
45,07/26/2015,1
45,07/26/2014,2
45,12/17/2015,1
45,12/17/2014,3
45,04/10/2016,4
45,10/03/2015,2
45,10/03/2016,3
45,10/03/2013,2
45,12/17/2013,1
45,10/03/2014,1
45,06/24/2014,3
45,04/07/2014,1
45,06/27/2015,1
45,04/07/2015,2
45,06/24/2016,1
45,04/10/2014,2
45,04/10/2015,3
45,04/10/2013,3
45,06/27/2016,1
45,12/20/2013,3
45,12/20/2015,1
45,11/02/2013,2
45,12/20/2014,4
45,12/20/2016,1
45,05/25/2016,2
45,03/11/2013,3
45,05/25/2015,1
45,05/25/2017,3
45,03/11/2016,2
45,03/11/2015,1
45,05/25/2014,2
45,03/11/2014,2
45,02/26/2015,2
45,02/26/2017,1
45,07/06/2017,1
45,07/06/2014,1
45,07/06/2015,1
45,01/14/2013,1
45,07/06/2013,2
45,08/18/2015,2
45,08/18/2014,2
45,08/01/2015,1
45,08/01/2014,1
45,03/21/2014,3
45,03/21/2016,1
45,11/25/2013,3
45,03/21/2017,1
45,11/25/2015,4
45,11/25/2014,1
45,03/18/2014,4
45,03/18/2013,2
45,05/02/2013,1
45,03/18/2016,3
45,03/18/2015,3
45,05/02/2016,2
45,05/02/2014,2
45,09/13/2015,2
45,09/13/2014,2
45,05/02/2015,4
45,10/13/2014,1
45,10/13/2016,1
45,01/04/2016,2
45,08/31/2016,1
45,08/31/2015,2
45,11/25/2016,1
45,02/16/2016,1
45,02/16/2017,1
45,10/23/2016,1
45,10/23/2015,3
45,01/24/2013,2
45,09/23/2014,2
45,09/23/2013,2
45,09/23/2016,2
45,09/23/2015,4
45,01/14/2016,1
45,03/28/2017,3
45,01/14/2017,2
45,03/28/2016,2
45,02/26/2014,2
45,08/21/2016,1
45,02/26/2013,1
45,08/21/2015,1
45,08/21/2014,3
45,08/08/2015,5
45,08/08/2016,2
45,07/30/2015,1
45,07/30/2014,2
45,10/23/2014,2
45,05/07/2017,2
45,06/18/2016,2
45,07/29/2014,1
45,07/29/2013,2
45,06/18/2017,1
45,05/07/2015,2
45,07/29/2016,1
45,06/18/2014,2
45,07/29/2015,2
45,06/18/2015,1
45,05/07/2016,1
45,11/17/2013,1
45,11/17/2014,2
45,05/07/2013,1
45,11/17/2015,1
45,05/07/2014,2
45,11/17/2016,1
45,03/02/2015,2
45,08/07/2014,1
45,03/02/2014,6
45,05/24/2013,1
45,03/02/2017,1
45,05/24/2014,3
45,08/07/2016,2
45,05/24/2015,1
45,03/02/2016,3
45,05/24/2016,2
45,05/24/2017,3
45,04/30/2013,1
45,07/13/2015,2
45,01/04/2014,1
45,01/04/2015,1
45,03/26/2013,1
45,01/04/2013,2
45,04/30/2016,5
45,04/30/2015,4
45,07/13/2016,3
45,07/13/2017,1
45,04/30/2014,1
45,12/04/2014,4
45,12/04/2015,2
45,02/15/2017,2
45,03/26/2015,1
45,02/15/2015,4
45,03/26/2017,2
45,02/15/2016,2
45,03/26/2016,2
45,09/02/2014,1
45,09/02/2015,2
45,04/29/2017,1
45,09/02/2016,1
45,01/13/2017,2
45,02/24/2016,3
45,01/13/2016,3
45,02/24/2015,4
45,01/13/2015,2
45,02/24/2014,4
45,01/13/2014,2
45,02/24/2013,2
45,02/24/2017,1
45,10/06/2013,1
45,09/18/2016,1
45,10/06/2015,1
45,09/18/2015,2
45,10/06/2014,1
45,09/18/2014,2
45,04/13/2014,1
45,04/13/2016,3
45,04/13/2015,2
45,06/02/2016,2
45,06/02/2015,3
45,04/29/2014,2
45,06/02/2014,1
45,06/02/2013,1
45,04/29/2015,3
45,02/15/2013,1
45,02/15/2014,2
45,12/04/2016,2
45,08/16/2015,1
45,08/16/2014,3
45,06/11/2015,5
45,06/11/2016,2
45,06/11/2017,1
45,07/22/2017,2
45,07/22/2016,4
45,07/22/2015,3
45,07/22/2014,2
45,06/11/2014,1
45,06/26/2017,1
45,01/28/2013,1
45,05/15/2017,1
45,06/26/2016,1
45,05/15/2016,1
45,06/26/2013,1
45,05/15/2014,2
45,05/15/2013,2
45,01/28/2014,2
45,01/28/2015,1
45,08/15/2013,1
45,08/15/2014,3
45,08/15/2015,3
45,08/15/2016,1
45,11/09/2014,6
45,11/09/2015,1
45,11/09/2016,1
45,11/09/2013,1
45,04/22/2017,1
45,07/21/2016,3
45,07/21/2015,1
45,07/21/2014,1
45,04/22/2015,2
45,09/27/2014,1
45,04/22/2016,1
45,09/27/2016,2
45,09/27/2015,2
45,04/22/2014,1
45,07/21/2017,1
45,02/23/2016,2
45,02/23/2017,1
45,02/23/2015,3
45,02/23/2013,1
45,04/28/2014,2
45,04/28/2013,1
45,09/10/2014,1
45,09/10/2015,4
45,01/21/2015,3
45,01/21/2016,2
45,01/21/2017,3
45,09/11/2015,1
45,09/11/2014,2
45,01/30/2017,1
45,09/26/2013,2
45,04/21/2015,2
45,09/26/2014,2
45,04/21/2014,3
45,09/26/2015,3
45,09/20/2016,2
45,09/20/2015,2
45,09/20/2014,1
45,04/21/2017,4
45,01/30/2014,1
45,09/20/2013,2
45,04/21/2016,3
45,01/30/2016,1
45,01/30/2015,2
45,08/24/2014,2
45,06/10/2016,5
45,06/10/2015,3
45,08/24/2015,3
45,08/24/2016,2
45,07/28/2017,1
45,07/28/2016,4
45,10/24/2013,1
45,10/24/2014,3
45,10/24/2015,4
45,05/06/2016,1
45,05/06/2014,2
45,07/28/2014,1
45,05/06/2015,1
45,08/25/2014,7
45,08/25/2015,2
45,06/03/2015,1
45,06/03/2014,2
45,04/12/2015,4
45,11/18/2016,1
45,04/12/2016,2
45,05/23/2016,2
45,11/18/2013,2
45,05/23/2015,2
45,05/23/2014,2
45,11/18/2015,2
45,11/18/2014,2
45,05/23/2017,2
45,12/03/2016,1
45,12/03/2015,5
45,06/01/2014,1
45,06/01/2015,3
45,06/01/2013,1
45,06/01/2016,4
45,06/01/2017,1
45,05/08/2016,2
45,12/13/2013,2
45,04/14/2016,2
45,04/14/2014,2
45,10/24/2016,1
45,09/19/2013,3
45,04/14/2015,1
45,09/19/2015,1
45,03/20/2016,2
45,03/17/2013,1
45,03/17/2014,2
45,03/17/2015,2
45,12/13/2015,2
45,12/13/2014,4
45,03/20/2014,1
45,03/20/2015,6
45,12/13/2016,2
45,01/03/2013,1
45,10/22/2016,1
45,10/22/2014,3
45,10/22/2015,1
45,09/09/2015,1
45,09/09/2014,1
45,11/11/2016,1
45,11/11/2015,3
45,04/19/2016,1
45,04/19/2013,1
45,04/19/2014,1
45,11/11/2013,1
45,03/27/2015,1
45,03/27/2016,2
45,03/27/2013,1
45,09/12/2015,1
45,03/27/2014,1
45,09/12/2014,2
45,10/22/2013,3
45,01/03/2016,3
45,01/03/2015,1
45,01/03/2017,2
45,03/17/2016,2
45,03/17/2017,1
45,05/06/2013,1
45,11/08/2015,2
45,11/08/2014,2
45,08/17/2015,1
45,08/17/2016,2
45,08/17/2014,1
45,02/25/2013,2
45,11/26/2015,4
45,04/04/2016,2
45,04/04/2015,1
45,11/26/2013,2
45,04/04/2014,2
45,11/26/2014,3
45,05/01/2014,5
45,05/31/2014,2
45,05/01/2013,1
45,05/31/2015,3
45,05/31/2016,1
45,03/19/2013,2
45,05/01/2016,1
45,05/01/2015,2
45,10/29/2013,1
45,03/19/2015,4
45,03/19/2014,3
45,10/29/2014,3
45,03/19/2017,1
45,10/29/2015,1
45,03/19/2016,3
45,10/29/2016,3
45,12/11/2013,2
45,12/11/2015,2
45,12/11/2016,1
45,05/16/2014,2
45,05/16/2016,1
45,02/25/2014,1
45,02/25/2015,3
45,02/25/2016,2
45,11/01/2014,1
45,07/05/2014,5
45,07/05/2016,3
45,06/28/2014,1
45,06/28/2015,1
